ID,RA,DEC,Brightness,AngularDifference
2749182555847664768,5.1494073975,5.1494073975,4.975,0.16869007315191295
2528508716727514624,7.5098658827,7.5098658827,5.025,0.1480643356970893
2548018210532412416,4.164279471,4.164279471,5.581,0.07952293776804648
2746883545756500224,0.6233631734,0.6233631734,5.633,0.14849204543881145
2540974567246007936,6.1235396942,6.1235396942,5.636,0.11365191183028889
2429415918468602496,2.073052051,2.073052051,5.645,0.15817001300294495
2448447159075378944,2.4792536072,2.4792536072,5.956,0.0622049622964052
